Sing新加坡,#genre#
Sab Sony,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641386c1000c2bbfa5a05872576a61bd
Zee Cinema,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641386d30008a32fa5a09dda08bc5c0d
Zee TV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641386e6000bfb90a5a0e8ee501f7fd5
Astro Colors,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641386f70003798da5a1292811a2387f
Colors HD TataSky,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413870b00037690a5a177473df07376
Astro Adithya,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413872200000fa0a5a1d03f37ed2010
Polimer news,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641387360006b6e4a5a2201438a0209c
Raj TV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641387490003dee5a5a2699101f2025c
Jaya TV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413875c000e1e78a5a2b66900ee49b9
Chutti TV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138770000495faa5a30218116101b2
UTV movies,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138783000ac99ca5a34de73976474e
HBO HD my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137ee50006d7eca581a3b3297e60a3
HBO tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f0b0006a17fa58238155813216c
HBO Family my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f29000ae5e4a582ae5d42d65d7a
HBO家庭,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f3c000d4a86a582f93235111bc5
HBO Signature my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f530000971da5834fca2631479a
HBO强档,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f700008f329a583c3344ddf5dfc
Golf Channel USA my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311ed10003b7461939aaa6737c19fe
Golf Channel tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311ec30002641e1939739f2a9f6e82
Golf SuperSports,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311edf000047af1939e0754ac733f5
AXN tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137fb6000e2555a584d5f94945113b
Thrill,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=644a0879000272f67a89b6687af342ae
AXN tw2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137fed000660a5a585aad4055228a8
AXN my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413800100002d47a585f75e0b4d15d4
CINEMAX tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641380160003b61ca5864a4e3d49763a
Cinemax my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413802a000969a0a58699e441aa3320
Animax my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413803e00077f23a586e786585056af
Animax tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413807500012fe3a587bcbf2e6b7388
Hits Movies my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413808800072695a588087e3cc239d1
CTI Asia中天亚洲,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64254f7e000dfed1eb1809855c5735ce
Blue Ant Entertainm,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413809e000478cba5885dbe4d29586c
Blue Ant Extreme,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641380b20005698fa588ac1c60782adf
CNN my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641380c6000d7e73a588fc4e012b3240
CNN Indonesia Indonesia,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641380ea000891c1a58987ab53f905fa
CNBC my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138101000e328aa589e2f46ee85f3d
ABC Australia my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413811b0006e5f7a58a46a6057a4674
Sky News HD my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381340003e883a58aa78a57c53479
Bloomberg TV my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413814f000a6413a58b12ab52934c96
France 24 my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413816700069158a58b6f7a03cd341c
Euro news my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413817b0003393aa58bbcbf158b6409
FOX NEWS my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413818e000154fca58c067b60210765
MTV LIVE my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381a8000b2beaa58c6e90661462b5
NHK World my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381bd00065fefa58cbf5e66b171d0
BeIN Sports,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381d2000619c4a58d115426907b6d
BeIN Max Sports,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381e300044201a58d534366ce199d
WWE Network,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381f6000cd704a58d9fae064d2ede
HGTV HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138230000a80f9a58e81a3428a31c6
HGTV TW,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641382440002a30ca58ecdbf74a8039c
AFC AFN,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641382600009923ea58f3ce6638b7516
TLC HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138278000b9ab8a58f9b2b5a106790
TLC旅遊生活,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413828d000cff1da58fed8f7d2719cf
Food Network,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641382a10003769fa590393e3fb23f92
Asia Food Network,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641382ce0009fbafa590eab223060296
E! HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641382e1000e0ae1a59135f449455b3d
DMAX HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413830e000184eea591e2872b6d66d2
Travel Channel,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413832400050785a592395d1e6e5cd2
Travel,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413833b0002906da592929427bc2047
CI 罪案偵查頻道,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413834e0001dcdfa592dc9e70500376
Animal Planet,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138361000ebac2a5932a2128c72b2e
NatGeo,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413837500016343a59374d77edf394b
NatGeo Wild HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413838c000428cca593cf656569021f
HISTORY2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641383a2000b3d73a59427257bb61a15
Discovery Science,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641383bd000eddc3a594917b13206375
Discovery Science TW,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641383d0000ded44a594db7641050686
Discovery Asia TW,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641383e2000df6c4a59521c82bec6fdc
Discovery Channel,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641383f300048101a59561c464b07293
BBC News HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641384e7000133cda5991a1b33cb3ea0
DW HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641384f6000cbd09a59957a77daa41a1
Love Nature,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138508000471b7a5999bd702f428aa
Disney Channel,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413851900016945a599dd79676c38
India印度,#genre#
Sun TV MY,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138578000a0b4da59b52b76a9552c0
Sun TVTataSky,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413858800046ac8a59b8fc622de0dc9
Sun TV Tamil,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641385a2000d8ae7a59bf7ad23443b39
Star Vijay,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641385b300076a44a59c388327276d0a
STAR VIJAY india,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64f5a3ef000bd3723990b8062810502f
BollyOne HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641385e40004d28aa59cf74f015c1fc8
Astro Cricket,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413863000096560a59e215b32a17cc3
cancel Astro Vaanavil,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413864100052c3da59e62ae01dd502f
Sun Music,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138655000659f1a59eb11c4bb665a7
Sony Max,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413866d000325caa59f0e0a0a6f3911
Set Sony,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413868200096c30a59f61a5378b6035
Sab Sony,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641386c1000c2bbfa5a05872576a61bd
Zee Cinema,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641386d30008a32fa5a09dda08bc5c0d
Zee TV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641386e6000bfb90a5a0e8ee501f7fd5
Astro Colors,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641386f70003798da5a1292811a2387f
Colors HD TataSky,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413870b00037690a5a177473df07376
Astro Adithya,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413872200000fa0a5a1d03f37ed2010
Polimer news,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641387360006b6e4a5a2201438a0209c
Raj TV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641387490003dee5a5a2699101f2025c
Jaya TV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413875c000e1e78a5a2b66900ee49b9
Chutti TV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138770000495faa5a30218116101b2
UTV movies,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138783000ac99ca5a34de73976474e
HBO HD my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137ee50006d7eca581a3b3297e60a3
HBO tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f0b0006a17fa58238155813216c
HBO Family my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f29000ae5e4a582ae5d42d65d7a
HBO家庭,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f3c000d4a86a582f93235111bc5
HBO Signature my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f530000971da5834fca2631479a
HBO强档,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f700008f329a583c3344ddf5dfc
HBO Hits my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f85000a578fa58415985b5b1f5d
HBO原创,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f970005246ea5845a9326ce6233
AXN tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137fb6000e2555a584d5f94945113b
AXN tw2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137fed000660a5a585aad4055228a8
AXN my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413800100002d47a585f75e0b4d15d4
CINEMAX tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641380160003b61ca5864a4e3d49763a
Cinemax my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413802a000969a0a58699e441aa3320
Animax my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413803e00077f23a586e786585056af
Animax tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413807500012fe3a587bcbf2e6b7388
Hits Movies my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413808800072695a588087e3cc239d1
Blue Ant Entertainm,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413809e000478cba5885dbe4d29586c
Blue Ant Extreme,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641380b20005698fa588ac1c60782adf
CNN my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641380c6000d7e73a588fc4e012b3240
CNN Indonesia Indonesia,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641380ea000891c1a58987ab53f905fa
CNBC my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138101000e328aa589e2f46ee85f3d
ABC Australia my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413811b0006e5f7a58a46a6057a4674
Sky News HD my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381340003e883a58aa78a57c53479
Bloomberg TV my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413814f000a6413a58b12ab52934c96
France 24 my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413816700069158a58b6f7a03cd341c
Euro news my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413817b0003393aa58bbcbf158b6409
FOX NEWS my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413818e000154fca58c067b60210765
MTV LIVE my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381a8000b2beaa58c6e90661462b5
NHK World my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381bd00065fefa58cbf5e66b171d0
BeIN Sports,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381d2000619c4a58d115426907b6d
BeIN Max Sports,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381e300044201a58d534366ce199d
WWE Network,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381f6000cd704a58d9fae064d2ede
Golf Channel SKY SPORT,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413821c000b77b6a58e33c27f83093b
HGTV HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138230000a80f9a58e81a3428a31c6
HGTV TW,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641382440002a30ca58ecdbf74a8039c
AFC AFN,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641382600009923ea58f3ce6638b7516
TLC HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138278000b9ab8a58f9b2b5a106790
TLC旅遊生活,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413828d000cff1da58fed8f7d2719cf
Food Network,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641382a10003769fa590393e3fb23f92
Asia Food Network,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641382ce0009fbafa590eab223060296
E! HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641382e1000e0ae1a59135f449455b3d
DMAX HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413830e000184eea591e2872b6d66d2
Travel Channel,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413832400050785a592395d1e6e5cd2
Travel,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413833b0002906da592929427bc2047
CI 罪案偵查頻道,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413834e0001dcdfa592dc9e70500376
Animal Planet,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138361000ebac2a5932a2128c72b2e
NatGeo,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413837500016343a59374d77edf394b
NatGeo Wild HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413838c000428cca593cf656569021f
HISTORY2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641383a2000b3d73a59427257bb61a15
Discovery Science,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641383bd000eddc3a594917b13206375
Discovery Science TW,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641383d0000ded44a594db7641050686
Discovery Asia TW,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641383e2000df6c4a59521c82bec6fdc
Discovery Channel,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641383f300048101a59561c464b07293
BBC News HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641384e7000133cda5991a1b33cb3ea0
DW HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641384f6000cbd09a59957a77daa41a1
Love Nature,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138508000471b7a5999bd702f428aa
Disney Channel,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413851900016945a599dd79676c389c
China中国,#genre#
CCTV-1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260c74000c73e9edfa2a0e354364a8
CCTV-2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260c83000b5f74edfa64604fe67a12
CCTV-3,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260c9b0000ca3dedfabf6a10b00144
CCTV-4,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260ca5000de050edfae9d444575946
CCTV-5,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260cb0000afd53edfb140f10811127
CCTV-5+,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260cbc00081417edfb42307c984dd4
CCTV-6,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260cc800087ffdedfb712c61a06569
CCTV-7,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260cd9000ba7ebedfbb46356b665a0
CCTV-8,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260ce50007141fedfbe217161d5245
CCTV-9,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260cef0008fa21edfc09a37d024704
CCTV-10,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260d0a000e81f1edfc74866d9b5c0f
CCTV-11,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260dce0000aea8edff6e9d426b2704
CCTV-12,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260e37000ca83aee010bd5707e0fea
CCTV-13,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260e45000ccab2ee01428e6da4043d
CCTV-14,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260e4f0007169bee0168271778447e
CCTV-15,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260e5a000a63ffee0193f872fa5767
江苏卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260e700008a9f5ee01e97667ca7d36
江苏卫视(b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260e7d000134abee021a56268d6ac1
湖北卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260ed500091677ee0374195121319b
湖南卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260ee40007c511ee03ae5a4aed536d
东方卫视 DragonTV東方衛視,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260ef600069de1ee03f45f41e9710e
山东卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260f89000475c3ee06320a031a7286
江西卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260f920000727aee06542a02064fce
广东卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260f9d0003bfdeee067ffb753744c8
黑龙江卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260fa7000c1330ee06a92c52724886
河南卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260fb100056a93ee06ce871c2e5071
海南卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260fc10002a54fee070c525d0d5e83
东南卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260fcb00035aa0ee0733907e64579c
安徽卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260fd5000d5883ee075d2f7d6a48e2
北京卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260fe100097b88ee078b124b8f3f9d
浙江卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260fec0004b10aee07b4d0681c628b
广东珠江,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642610780008a811ee09d8b561021b45
深圳卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64261082000a8e12ee0a00412f96293c
厦门卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6426108e00058067ee0a2dd646df0d41
大湾区卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64261096000de036ee0a4f3b523d603e
广东少儿,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642610a2000b33ebee0a7d6c26c160b2
广东综艺,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642610b9000df973ee0ad7f9779b6483
广东国际,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642610c3000df7f5ee0aff0975881941
HongKong香港,#genre#
TVB翡翠台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f6560002787f2d01338b57197695
TVB翡翠台(b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f5c20003762b2cfef1ac322c6404
VB翡翠台(d),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=655daa1c00083272cfe6541e61d40be0
TVB翡翠台MY,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f6f8000f2ebd2d03af9d53e46544
TVB明珠台Pearl,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f84d00047c732d08e0ea71ab4e92
TVB星河粤语,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641021c50003c5af985dddf037af353c
TVB星河国语,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641021e900026b0f985e6a374d7d56bb
TVB功夫台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6411291b0004b01b9c62861646d00929
TVB娱乐新闻台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64102219000c6f74985f28485a5a5799
TVB J2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641021800006a527985cd1244315142d
TVB经典台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6410219e0000704b985d44bd2a501d47
TVB爆谷台(不稳定),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641af90c000328bac2b691f11db2274a
TVB星影台(不稳定),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641af926000cc2b9c2b6f9f75c8d2b97
電影一台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6410224e00097a01985ff68e53d22e70
VIU TV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641021400008eb86985bd7b90b510a5b
VIU six,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6410215d000ad4ca985c497e192b3552
RHK 31,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64101f330006ab429853d45f7940453b
RHK 32,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641020b00001b8599859a360613572d7
HOY咨询台有线新闻台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f8d200067abd2d0ae8f534c10d88
HOY咨询台有线新闻台(b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6427e50e0008e093f53042b347a45e2f
有線體育台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64100a6b000527e19802a6b80be147fa
有線耀才财经,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64102268000ecb1f98605d7b0a602bf4
mytv super,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f044000117a52ce97ce95ac54bb3
有線18台跑马,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f34d0002237a2cf5584a11195950
CH288跑马,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f484000c2b3e2cfa19b55cab3b9b
CH289跑马,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f5040003559d2cfc0b7268db0ab8
無線新聞台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533fd5600043bdb2d1c8c0729c35d0c
無線新聞台(b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f9fb00006d352d0f6f9235041f8d
無線財經台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64100aec000c7bc59804a081537730cb
NOW财经台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641020d00004bf91985a212731011c3c
NOW直播台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6417e77b0007feb1b6b9f4ca25bc6e04
NOW新闻台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6410254c0006df63986ba60f292a7500
Now体育英超,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64b8f92b000089e02be334b114c32320
Now plus,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64b8f962000df4a32be40ef90d9f4afd
NOW体育台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6410211d00048968985b4de16d6e5b6a
EPL nsports 英超4keng,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64d74cf7000556f0223ed6366e5f689a
EPL nsports 英超1eng,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64d74cb1000cc276223dc6ac654a2299
EPL nsports 英超4k1粤语,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64d74ca40007202e223d927267473868
EPL nsports 英超 粤语,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64d74c1600083555223b68096e79387e
Now体育1 Sports 1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643361f20007b9a9220fabfc3001244e
Now体育2 Sports 2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643362090006b031221005903b883d07
Now体育3 Sports 3,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6433621d000d9c3522105573223958e1
Now体育4 Sports 4,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6437999f00025f983289265f38ef3722
Now体育5 Sports 5,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643799aa000e7bac3289547135e05a80
Now体育6 Sports 6,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643799bb00044f193289943e2e5f6ac1
Now体育7 Sports 7,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643799ca000a29a43289d0542d57262c
凤凰中文,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6410229e000655dd98612e41401e3e7d
凤凰资讯,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641022be000e5cc69861ad4f5a025336
凤凰香港台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641022da0005d3069862188000a64525
HBO,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f0b0006a17fa58238155813216c
HBO家庭,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f3c000d4a86a582f93235111bc5
HBO强档,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f700008f329a583c3344ddf5dfc
HBO原创,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f970005246ea5845a9326ce6233
