🇹🇼弯弯综合,#genre#
吉林卫视,http://113.25.252.226:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://123.138.216.44:9902/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://119.163.199.98:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://116.128.242.83:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://110.53.218.182:9902/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://59.173.183.242:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://202.100.46.58:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://116.128.242.83:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://110.53.218.182:9902/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://110.53.218.182:9902/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://202.100.46.58:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://123.138.216.44:9902/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://119.163.199.98:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://59.173.183.242:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://116.128.242.83:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://110.53.218.182:9902/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://119.163.199.98:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://58.57.21.166:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://59.173.183.242:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://110.53.218.182:9902/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://116.128.242.83:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://110.53.218.182:9902/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://116.128.224.11:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://113.25.252.226:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://116.128.242.83:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://110.53.218.182:9902/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://110.53.218.182:9902/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://113.25.252.226:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://58.216.229.130:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://124.128.73.58:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://58.216.229.130:9901/tsfile/live/0120_6.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://36.35.16.98:9901/tsfile/live/0001_15.m3u8?key=txiptv&playlive=0&authid=0
旅游卫视,http://36.35.16.98:9901/tsfile/live/0001_10.m3u8?key=txiptv&playlive=0&authid=0
旅游卫视,http://124.128.73.58:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://59.173.183.242:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://116.128.242.83:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://110.53.218.182:9902/tsfile/live/0127_2.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://116.128.242.83:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://110.53.218.182:9902/tsfile/live/0138_2.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://59.173.183.242:9901/tsfile/live/0107_2.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://116.128.242.83:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://110.53.218.182:9902/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://116.128.224.11:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://116.128.224.11:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://113.25.252.226:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://116.128.242.83:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://59.173.183.242:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://58.216.229.130:9901/tsfile/live/0120_2.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://119.163.199.98:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://116.128.242.83:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://116.128.224.11:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://119.163.199.98:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://59.173.183.242:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://116.128.242.83:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://116.128.224.11:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://202.100.46.58:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://123.138.216.44:9902/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://113.25.252.226:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://58.216.229.130:9901/tsfile/live/0120_5.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://119.163.199.98:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://113.25.252.226:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://116.128.242.83:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://119.163.199.98:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://110.53.218.182:9902/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://113.25.252.226:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://116.128.242.83:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://119.163.199.98:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://110.53.218.182:9902/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://116.128.224.11:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://113.25.252.226:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://110.53.218.182:9902/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://113.25.252.226:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://202.100.46.58:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://119.163.199.98:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://110.53.218.182:9902/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://113.25.252.226:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://123.138.216.44:9902/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://119.163.199.98:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://110.53.218.182:9902/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
风云音乐,http://www.zzlag.top:9087/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&down=1
风云剧场,http://www.zzlag.top:9087/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&down=1
第一剧场,http://www.zzlag.top:9087/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&down=1
怀旧剧场,http://www.zzlag.top:9087/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&down=1
世界地理,http://www.zzlag.top:9087/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&down=1
兵器科技,http://www.zzlag.top:9087/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&down=1
文化精品,http://www.zzlag.top:9087/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&down=1
甘肃卫视,http://117.27.190.42:9998/tsfile/live/23277_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://61.136.67.238:50085/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://117.27.190.42:9998/tsfile/live/23273_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=bjws
湖南卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=hinws
优漫卡通,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=ymkt
吉林卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=jlws
四海钓鱼,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=shdy
卡酷动画,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=kkdh
山西卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=sxws
江苏卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=jsws
湖南经视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=hnjs
湖南卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=hnws
金鹰卡通,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=jykt
金鹰纪实,http://v5.kuboys.top/apptov5/v3/barrage/get?vod_id=157150&vod_url=77&from=videojs
先锋乒羽,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=xfpy
湖南娱乐,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=hnyl
湖南都市,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=hnds
快乐垂钓,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=klcd
湖南娱乐高清,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=hnyl
湖南娱乐都市,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=hunds
湖南爱晚,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=hnaw
中国教育,http://mobilelive-ds.ysp.cctv.cn/ysp/2022823801.m3u8?key=txiptv&playlive=1&authid=0 
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=8b2f07cc1707359845$延边广电
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?$延边广电

🇨🇳央卫👉全网,#genre#
CCTV1,http://124.205.11.239:91/live/CCTV1-1500k/live.m3u8
CCTV2,http://124.205.11.239:91/live/CCTV2-1500k/live.m3u8
CCTV3,http://124.205.11.239:91/live/CCTV3-1500k/live.m3u8
CCTV4,http://124.205.11.239:91/live/CCTV4-1500k/live.m3u8
CCTV5,http://124.205.11.239:91/live/CCTV5-1500k/live.m3u8
CCTV6,http://124.205.11.239:91/live/CCTV6-1500k/live.m3u8
CCTV7,http://124.205.11.239:91/live/CCTV7-1500k/live.m3u8
CCTV8,http://124.205.11.239:91/live/CCTV8-1500k/live.m3u8
CCTV9,http://124.205.11.239:91/live/CCTV9-1500k/live.m3u8
CCTV10,http://124.205.11.239:91/live/CCTV10-1500k/live.m3u8
CCTV11,http://124.205.11.239:91/live/CCTV11-1500k/live.m3u8
CCTV12,http://124.205.11.239:91/live/CCTV12-1500k/live.m3u8
CCTV13,http://124.205.11.239:91/live/CCTV13-1500k/live.m3u8
CCTV14,http://124.205.11.239:91/live/CCTV14-1500k/live.m3u8
CCTV15,http://124.205.11.239:91/live/CCTV15-1500k/live.m3u8
CCTV17,http://124.205.11.239:91/live/CCTV17-1500k/live.m3u8
北京卫视,http://124.205.11.239:91/live/BJWS-1500k/live.m3u8
东方卫视,http://124.205.11.239:91/live/DFWS-1500k/live.m3u8
天津卫视,http://124.205.11.239:91/live/TJWS-1500k/live.m3u8
重庆卫视,http://124.205.11.239:91/live/CQWS-1500k/live.m3u8
黑龙江卫视,http://124.205.11.239:91/live/HLJWS-1500k/live.m3u8
吉林卫视,http://124.205.11.239:91/live/JLWS-1500k/live.m3u8
辽宁卫视,http://124.205.11.239:91/live/LNWS-1500k/live.m3u8
内蒙卫视,http://124.205.11.239:91/live/NMGWS-1500k/live.m3u8
宁夏卫视,http://124.205.11.239:91/live/NXWS-1500k/live.m3u8
甘肃卫视,http://124.205.11.239:91/live/GSWS-1500k/live.m3u8
青海卫视,http://124.205.11.239:91/live/QHWS-1500k/live.m3u8
陕西卫视,http://124.205.11.239:91/live/SXWS3-1500k/live.m3u8
河北卫视,http://124.205.11.239:91/live/HeBWS-1500k/live.m3u8
山西卫视,http://124.205.11.239:91/live/SXWS1-1500k/live.m3u8
山东卫视,http://124.205.11.239:91/live/SDWS-1500k/live.m3u8
安徽卫视,http://124.205.11.239:91/live/AHWS-1500k/live.m3u8
湖北卫视,http://124.205.11.239:91/live/HuBWS-1500k/live.m3u8
江西卫视,http://124.205.11.239:91/live/JXWS-1500k/live.m3u8
江苏卫视,http://124.205.11.239:91/live/JSWS-1500k/live.m3u8
浙江卫视,http://124.205.11.239:91/live/ZJWS-1500k/live.m3u8
东南卫视,http://124.205.11.239:91/live/DNWS-1500k/live.m3u8
厦门卫视,http://124.205.11.239:91/live/XMWS-1500k/live.m3u8
广东卫视,http://124.205.11.239:91/live/GDWS-1500k/live.m3u8
深圳卫视,http://124.205.11.239:91/live/SZWS-1500k/live.m3u8
广西卫视,http://124.205.11.239:91/live/GXWS-1500k/live.m3u8
云南卫视,http://124.205.11.239:91/live/YNWS-1500k/live.m3u8
贵州卫视,http://124.205.11.239:91/live/GZWS-1500k/live.m3u8
四川卫视,http://124.205.11.239:91/live/SCWS-1500k/live.m3u8
新疆卫视,http://124.205.11.239:91/live/XJWS-1500k/live.m3u8
兵团卫视,http://124.205.11.239:91/live/BTWS-1500k/live.m3u8
大湾区卫视,http://124.205.11.239:91/live/NFWS-1500k/live.m3u8
西藏卫视,http://124.205.11.239:91/live/XZWS-1500k/live.m3u8
海南卫视,http://124.205.11.239:91/live/LYWS-1500k/live.m3u8
三沙卫视,http://124.205.11.239:91/live/SSWS-1500k/live.m3u8
金鹰卡通,http://124.205.11.239:91/live/JYKT-1500k/live.m3u8
嘉佳卡通,http://124.205.11.239:91/live/JJKT-1500k/live.m3u8
财富天下,http://124.205.11.239:91/live/CFTX-1500k/live.m3u8
CGTV,http://124.205.11.239:91/live/CCTVNEWS-1500k/live.m3u8
CETV1中教1台,http://124.205.11.239:91/live/CETV1-1500k/live.m3u8
CETV1中教2台,http://124.205.11.239:91/live/CETV2-1500k/live.m3u8
CETV1中教3台,http://124.205.11.239:91/live/CETV3-1500k/live.m3u8
CETV1中教4台,http://124.205.11.239:91/live/CETV4-1500k/live.m3u8
北京纪实科教,http://124.205.11.239:91/live/BTVKJ-1500k/live.m3u8
北京国际,http://124.205.11.239:91/live/BTVGJ-1500k/live.m3u8
纪实人文,http://123.113.12.246:8012/rtp/239.3.1.212:8060
金鹰纪实,http://123.113.12.246:8012/rtp/239.3.1.58:8156
中国交通,http://123.113.12.246:8012/rtp/239.3.1.188:8001
茶频道,http://123.113.12.246:8012/rtp/239.3.1.165:8001
淘电影,http://123.113.12.246:8012/rtp/239.3.1.250:8001
淘Baby,http://123.113.12.246:8012/rtp/239.3.1.238:8001
淘精彩,http://123.113.12.246:8012/rtp/239.3.1.178:8001
淘娱乐,http://123.113.12.246:8012/rtp/239.3.1.100:8001
淘剧场,http://123.113.12.246:8012/rtp/239.3.1.95:8001
财富天下,http://123.113.12.246:8012/rtp/239.3.1.53:9136
金鹰卡通,http://123.113.12.246:8012/rtp/239.3.1.51:9252
嘉佳卡通,http://123.113.12.246:8012/rtp/239.3.1.147:9268
快乐垂钓,http://123.113.12.246:8012/rtp/239.3.1.164:8001
星影,http://123.113.12.246:8012/rtp/239.3.1.94:4120
光影,http://123.113.12.246:8012/rtp/239.3.1.84:4120
精选,http://123.113.12.246:8012/rtp/239.3.1.74:4120
地理,http://123.113.12.246:8012/rtp/239.3.1.71:4120
解密,http://123.113.12.246:8012/rtp/239.3.1.75:4120
军事,http://123.113.12.246:8012/rtp/239.3.1.76:4120
戏曲,http://123.113.12.246:8012/rtp/239.3.1.78:4120
早教,http://123.113.12.246:8012/rtp/239.3.1.79:4120
美人,http://123.113.12.246:8012/rtp/239.3.1.73:4120
美妆,http://123.113.12.246:8012/rtp/239.3.1.72:4120
足球,http://123.113.12.246:8012/rtp/239.3.1.89:4120
鉴赏,http://123.113.12.246:8012/rtp/239.3.1.82:4120
动画,http://123.113.12.246:8012/rtp/239.3.1.80:4120
台球,http://123.113.12.246:8012/rtp/239.3.1.85:4120
国学,http://123.113.12.246:8012/rtp/239.3.1.77:4120
墨宝,http://123.113.12.246:8012/rtp/239.3.1.83:4120
武术,http://123.113.12.246:8012/rtp/239.3.1.87:4120
高网,http://123.113.12.246:8012/rtp/239.3.1.88:4120
好学生,http://123.113.12.246:8012/rtp/239.3.1.81:4120
爱生活,http://123.113.12.246:8012/rtp/239.3.1.86:4120
粤荟萃,http://123.113.12.246:8012/rtp/239.3.1.162:8001
大健康,http://123.113.12.246:8012/rtp/239.3.1.251:8001
睛彩竞技HD,http://123.113.12.246:8012/rtp/239.3.1.125:8001
睛彩篮球HD,http://123.113.12.246:8012/rtp/239.3.1.126:8001
睛彩羽毛球,http://123.113.12.246:8012/rtp/239.3.1.127:8001
睛彩广场舞,http://123.113.12.246:8012/rtp/239.3.1.128:8001
体育赛事,http://123.113.12.246:8012/rtp/239.3.1.157:8176
4K超清,http://123.113.12.246:8012/rtp/239.3.1.249:8001
爱上4K,http://123.113.12.246:8012/rtp/239.3.1.236:2000
熊猫频道,http://123.113.12.246:8012/rtp/239.3.1.66:8068
萌宠TV,http://123.113.12.246:8012/rtp/239.3.1.102:8001
魅力时尚,http://123.113.12.246:8012/rtp/239.3.1.196:9012
文化北京,http://123.113.12.246:8012/rtp/239.3.1.97:8001
音乐现场,http://123.113.12.246:8012/rtp/239.3.1.70:4120
收视指南,http://123.113.12.246:8012/rtp/239.3.1.193:8012

🇭🇰港奥频道,#genre#
凤凰中文,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu001-golive.flv
凤凰资讯,http://183.234.238.18:8926/live1128.m3u8
凤凰中文,http://183.234.238.18:8927/live1129.m3u8
凤凰中文,http://wouu.net:9977/udp/239.93.0.162:2192
凤凰中文,http://wouu.net:9977/udp/239.93.1.9:2192
凤凰资讯,http://wouu.net:9977/udp/239.93.0.118:2191
凤凰资讯,http://wouu.net:9977/udp/239.93.1.4:2191
凤凰中文,http://58.250.155.2:8180/TV00000000000000000031@HHZT
凤凰中文,http://www.erbao1981.top:8188/udp/239.76.246.135:1234
凤凰资讯,http://udnhls.skilldns.com:80/fhzx-cn.m3u8
凤凰资讯,mitv://135.148.104.228:19806/3f7b6ed02526445e89ce536992d04ef5
凤凰资讯,P2p://generationnexxxt.com:19806/3f7b6ed02526445e89ce536992d04ef5
凤凰资讯,http://www.erbao1981.top:8188/udp/239.76.246.134:1234
凤凰香港,mitv://135.148.104.228:19806/51ed8623722a469f8caa15a0e12a6761
凤凰香港,P2p://generationnexxxt.com:19806/51ed8623722a469f8caa15a0e12a6761
星空卫视,http://wouu.net:9977/rtp/239.93.1.10:2193
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
无线新闻,mitv://147.135.39.171:9906/66141a3d000c7a12f94c49ad085f4fe9
无线新闻,mitv://135.148.104.228:19806/132be793de424970abd09ef9fe09db07
now新闻,mitv://135.148.104.228:19806/b9ba3f0b06b14fe69ac2cbf51c77d816
港台电视31,mitv://135.148.104.228:19806/c7cd517a9e5b44a9b6037c90f998627f
港台电视32,mitv://135.148.104.228:19806/8ef4a2b7bac54aba8b17dfd2071df91f
HOY TV,mitv://135.148.104.228:19806/532d47eca340456a814ba21cc5e68a52
翡翠台(备),mitv://147.135.39.171:9906/66430d4f000d5d62b0b20b3f5bac56f2
TVB Plus,mitv://135.148.104.228:19806/faf51cf453a84400be019b14939e49f6
TVB Plus,mitv://147.135.39.171:9906/65fd6048000be8b2a085bc4d061c504d
TVB娱乐新闻台,mitv://135.148.104.228:19806/e77d39049c07479ab0ff57800c6e5b06
无线新闻台,mitv://147.135.39.171:9906/665fe3b70003d98a2157b5c1769244d0
PopC,mitv://135.148.104.228:19806/3ae0f859370b4f17baec42495be6f043
ViuTVsix,mitv://135.148.104.228:19806/b6f920891ad9473ca6f839df7616f580
ViuTV,mitv://135.148.104.228:19806/956aa1340cd5439689da84cff7a5eaae
TVB星河,mitv://135.148.104.228:19806/e94f4c244af8464fb06eff4c9da250a6
TVB星河,mitv://135.148.104.228:19806/afcbb73766d64754bd8d35fc330aae1c
澳门-MACAU,mitv://135.148.104.228:19806/b08e564af8cf49e2a0fadaf4978a04cf
澳门莲花,mitv://135.148.104.228:19806/cd6e7bcddc7c4e6ea2e6d7b6dfa03ae8
HKC 18,mitv://135.148.104.228:19806/e38b0ea6a9174a92bf7f30a36d4e0fe9
戏曲台,mitv://135.148.104.228:19806/131a3f2bbae740fc982903c576a97920
翡翠台,mitv://147.135.39.171:9906/66430d4f000a06ccb0b20a650b4b5d65
千禧经典台,mitv://135.148.104.228:19806/b3069418cdff4c69bb544e4b1ff04d56
Thrill,mitv://135.148.104.228:19806/d20fff7aa7d64ab19d2a39da2970734a
明珠台,mitv://135.148.104.228:19806/066930b0d2764f05a9b8a0019efe82fe
now财经台,mitv://135.148.104.228:19806/f0dd1f92af2845c2abd2ff29aff2b8ca
美亚电影台(粤语),mitv://135.148.104.228:19806/81ea49b841454e1c901ac507f231a581
18台,mitv://135.148.104.228:19806/2cd619b81446414fb605daa1e86bebd6
HOY资讯台,mitv://135.148.104.228:19806/f40dc92cdc224868b83be4156ec315dc
Hands Up,mitv://135.148.104.228:19806/7c21e515d5264c9fa21035456fd5024a
粤语片台,mitv://135.148.104.228:19806/3d6644cc478648c2952a8c69cb9fccf5
亚洲剧台,mitv://135.148.104.228:19806/08cc25f383fd45e8b063efb2b2708dbc
功夫台,mitv://135.148.104.228:19806/85398bbb5112406b95c5780d36d3a173
now新闻台,mitv://135.148.104.228:19806/86a69c6de155405ba916819e2634aa74
香港国际财经台,mitv://135.148.104.228:19806/bddf0c6b88474142a2cab7219a93af54
黄金翡翠台,mitv://135.148.104.228:19806/1444d681fb1b44d4a20ff001c2bb2f7c
PopC,mitv://135.148.104.228:19806/63cdb28090d949ed824376fab51fdd12
翡翠台,mitv://135.148.104.228:19806/2c1ef45c2c174f5c8df4d049e1cbccfd
now财经台,mitv://135.148.104.228:19806/415e15f33f8b4b5b95a400a406abd534
TVB娱乐新闻台,mitv://135.148.104.228:19806/05e767dba8fa48e9ba386ed231c94318
明珠台,mitv://135.148.104.228:19806/6ea5ab8d22f04024b3fac9bfb2b243aa
香港国际财经台,mitv://135.148.104.228:19806/b6594fa379204fc5b11ba4bc3fe7d932
TVB星河,mitv://135.148.104.228:19806/afcbb73766d64754bd8d35fc330aae1c
澳门莲花,mitv://135.148.104.228:19806/f7ac1f0fdbe64fcc82cee29e0b590242
澳门-MACAU,mitv://135.148.104.228:19806/a2bbc4a4feec4168804624c67fdea801
黄金翡翠台,mitv://135.148.104.228:19806/99b70f5afa114465aa463db0cfed6569
ViuTVsix,mitv://135.148.104.228:19806/ea75ceca822f454bb858845559d5fc55
耀才财经频道,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
耀才财经频道,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
莲花卫视频道,http://php.jdshipin.com:8880/amlh.php
亚洲卫视频道,https://p2hs.vzan.com/slowlive/821481626725612417/live.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
鳳凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
https://ali.hlspull.yximgs.com/live/12344.flv
NHK,http://61.221.215.25:8800/hls/51/index.m3u8
🇹🇼台湾(限时),#genre#
中天新闻台,http://8.137.59.151:3009/TV2/gat.php?id=40

无线新闻台,http://8.137.59.151:3009/TV2/gat.php?id=5

now新闻台,http://8.137.59.151:3009/TV2/gat.php?id=19

now财经台,http://8.137.59.151:3009/TV2/gat.php?id=20

无线翡翠台,http://8.137.59.151:3009/TV2/gat.php?id=4

无线明珠台,http://8.137.59.151:3009/TV2/gat.php?id=10

无线Plus台,http://8.137.59.151:3009/TV2/gat.php?id=6

无线娱乐台,http://8.137.59.151:3009/TV2/gat.php?id=7

无线综艺台,http://8.137.59.151:3009/TV2/gat.php?id=21

无线综艺备,http://8.137.59.151:3009/TV2/gat.php?id=26

无线综合台,http://8.137.59.151:3009/TV2/gat.php?id=22

无线粤片台,http://8.137.59.151:3009/TV2/gat.php?id=27

无线戏曲台,http://8.137.59.151:3009/TV2/gat.php?id=28

无线经典台,http://8.137.59.151:3009/TV2/gat.php?id=23

千禧经典台,http://8.137.59.151:3009/TV2/gat.php?id=11

有线赛马台,http://8.137.59.151:3009/TV2/gat.php?id=9

无线赛马台,http://8.137.59.151:3009/TV2/gat.php?id=25

TVB-1__US,http://8.137.59.151:3009/TV2/gat.php?id=12

TVB-E__US,http://8.137.59.151:3009/TV2/gat.php?id=15

TVB-J1_US,http://8.137.59.151:3009/TV2/gat.php?id=14

TVBdrama,http://8.137.59.151:3009/TV2/gat.php?id=13

无线星河国,http://8.137.59.151:3009/TV2/gat.php?id=8

黄金华剧台,http://8.137.59.151:3009/TV2/gat.php?id=16

PopC_电影,http://8.137.59.151:3009/TV2/gat.php?id=17

PopC_电影,http://8.137.59.151:3009/TV2/gat.php?id=18

美亚电影国,http://8.137.59.151:3009/TV2/gat.php?id=78





🏠好客山东,#genre#
山东卫视,http://221.0.78.198:1681/hls/10218/index.m3u8
QTV-1,http://hlspull.qtv.com.cn/gwepn2sr/channel/969b06fca3f82c40de59171b3eb9428c/index.m3u8
山东体育广播 ,http://ls.qingting.fm/live/60266.m3u8
山东女主播电台,http://ls.qingting.fm/live/60258.m3u8
山东新闻广播,http://ls.qingting.fm/live/60180.m3u8
山东生活广播,http://ls.qingting.fm/live/60260.m3u8
山东音乐广播,http://ls.qingting.fm/live/1665.m3u8
